[INFO] [1783728916.812658297] [limit_bar_duck_test]: state=DETECTOR_ONLY
[INFO] [1783728916.813025719] [limit_bar_duck_test]: limit_bar_duck_test started: color=/camera/color/image_raw, depth=/camera/aligned_depth_to_color/image_raw, pose=/Odometry, detector_only=True, serial=/dev/ttyUSB0@115200, trigger_distance=0.80m, travel_distance=1.00m, walk=[0,0.500,0.500], duck_prepare=[2,0.000,0.000], duck_walk=[2,1.000,1.000]
[INFO] [1783728916.822650941] [limit_bar_duck_test]: [1;95m触发状态更新: trigger=False[0m
[INFO] [1783728946.952480531] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=453, reason=no_candidate, mask_px=blue:717,white:48864,combined:52348, component=roi_y=120:240,search_blue_px=196,contours=4,largest=area:163,box:12x28,aspect:0.43,roi_blue:198,roi_white:4145,reject:area+width+aspect+blue_px, line=blue_only(mask_px=785,lines=0,reject=no_hough_line); combined(mask_px=52348,lines=1,best=len:147,angle:-90.0,band:25x172,blue:179,white:1799,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728947.954673657] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=468, reason=no_candidate, mask_px=blue:706,white:48914,combined:52515, component=roi_y=120:240,search_blue_px=178,contours=4,largest=area:186,box:21x19,aspect:1.11,roi_blue:178,roi_white:1531,reject:area+width+aspect+blue_px, line=blue_only(mask_px=782,lines=0,reject=no_hough_line); combined(mask_px=52515,lines=2,best=len:186,angle:-8.0,band:201x51,blue:34,white:5697,reject:blue_px), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728948.953387251] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=483, reason=no_candidate, mask_px=blue:869,white:48876,combined:52648, component=roi_y=120:240,search_blue_px=343,contours=3,largest=area:289,box:16x29,aspect:0.55,roi_blue:343,roi_white:4485,reject:area+width+aspect, line=blue_only(mask_px=953,lines=0,reject=no_hough_line); combined(mask_px=52648,lines=1,best=len:180,angle:-90.0,band:25x204,blue:274,white:2119,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728949.954175574] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=498, reason=no_candidate, mask_px=blue:907,white:48777,combined:52621, component=roi_y=120:240,search_blue_px=377,contours=4,largest=area:318,box:57x28,aspect:2.04,roi_blue:377,roi_white:4968,reject:area+width+aspect, line=blue_only(mask_px=967,lines=0,reject=no_hough_line); combined(mask_px=52621,lines=1,best=len:180,angle:-90.0,band:25x204,blue:268,white:2141,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728950.955426421] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=513, reason=no_candidate, mask_px=blue:868,white:48825,combined:52544, component=roi_y=120:240,search_blue_px=343,contours=3,largest=area:272,box:16x29,aspect:0.55,roi_blue:343,roi_white:4480,reject:area+width+aspect, line=blue_only(mask_px=932,lines=0,reject=no_hough_line); combined(mask_px=52544,lines=1,best=len:180,angle:-90.0,band:25x204,blue:270,white:2144,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728951.955772412] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=528, reason=no_candidate, mask_px=blue:858,white:48861,combined:52838, component=roi_y=120:240,search_blue_px=329,contours=4,largest=area:280,box:15x29,aspect:0.52,roi_blue:329,roi_white:4422,reject:area+width+aspect, line=blue_only(mask_px=939,lines=0,reject=no_hough_line); combined(mask_px=52838,lines=1,best=len:180,angle:-90.0,band:25x204,blue:270,white:2121,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728952.956011182] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=543, reason=no_candidate, mask_px=blue:850,white:49107,combined:53007, component=roi_y=120:240,search_blue_px=324,contours=2,largest=area:278,box:15x29,aspect:0.52,roi_blue:324,roi_white:4450,reject:area+width+aspect, line=blue_only(mask_px=913,lines=0,reject=no_hough_line); combined(mask_px=53007,lines=1,best=len:180,angle:-90.0,band:25x204,blue:270,white:2143,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728953.957292712] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=558, reason=no_candidate, mask_px=blue:851,white:49260,combined:53035, component=roi_y=120:240,search_blue_px=327,contours=2,largest=area:270,box:15x29,aspect:0.52,roi_blue:327,roi_white:4423,reject:area+width+aspect, line=blue_only(mask_px=922,lines=0,reject=no_hough_line); combined(mask_px=53035,lines=1,best=len:180,angle:-90.0,band:25x204,blue:271,white:2150,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728954.958152614] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=573, reason=no_candidate, mask_px=blue:859,white:49330,combined:53208, component=roi_y=120:240,search_blue_px=338,contours=4,largest=area:274,box:15x29,aspect:0.52,roi_blue:338,roi_white:4323,reject:area+width+aspect, line=blue_only(mask_px=924,lines=0,reject=no_hough_line); combined(mask_px=53208,lines=1,best=len:180,angle:-90.0,band:25x204,blue:271,white:2155,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728955.958985279] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=588, reason=no_candidate, mask_px=blue:847,white:49541,combined:53334, component=roi_y=120:240,search_blue_px=330,contours=2,largest=area:264,box:15x29,aspect:0.52,roi_blue:330,roi_white:4450,reject:area+width+aspect, line=blue_only(mask_px=899,lines=0,reject=no_hough_line); combined(mask_px=53334,lines=1,best=len:180,angle:-90.0,band:25x204,blue:268,white:2155,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728956.958930224] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=603, reason=no_candidate, mask_px=blue:864,white:49756,combined:53637, component=roi_y=120:240,search_blue_px=345,contours=4,largest=area:288,box:16x29,aspect:0.55,roi_blue:345,roi_white:4422,reject:area+width+aspect, line=blue_only(mask_px=915,lines=0,reject=no_hough_line); combined(mask_px=53637,lines=1,best=len:166,angle:-90.0,band:25x190,blue:272,white:1859,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728957.959902262] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=618, reason=no_candidate, mask_px=blue:874,white:49963,combined:53773, component=roi_y=120:240,search_blue_px=348,contours=4,largest=area:296,box:17x29,aspect:0.59,roi_blue:348,roi_white:4401,reject:area+width+aspect, line=blue_only(mask_px=910,lines=0,reject=no_hough_line); combined(mask_px=53773,lines=1,best=len:180,angle:-90.0,band:25x204,blue:266,white:2157,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728958.962337522] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=633, reason=no_candidate, mask_px=blue:877,white:50308,combined:54150, component=roi_y=120:240,search_blue_px=351,contours=3,largest=area:300,box:56x29,aspect:1.93,roi_blue:351,roi_white:5274,reject:area+width+aspect, line=blue_only(mask_px=953,lines=0,reject=no_hough_line); combined(mask_px=54150,lines=1,best=len:181,angle:-90.0,band:25x204,blue:263,white:2175,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
[INFO] [1783728960.029167679] [limit_bar_duck_test]: [0;33m未检测到有效限高杆: candidates=0, frame=649, reason=no_candidate, mask_px=blue:889,white:50581,combined:54482, component=roi_y=120:240,search_blue_px=364,contours=4,largest=area:314,box:18x29,aspect:0.62,roi_blue:365,roi_white:4398,reject:area+width+aspect, line=blue_only(mask_px=1020,lines=0,reject=no_hough_line); combined(mask_px=54482,lines=1,best=len:167,angle:-90.0,band:25x190,blue:265,white:1917,reject:angle), blue_hsv=[95, 100, 60]-[125, 255, 255], white_hsv=[0, 0, 120]-[180, 90, 255][0m
